P2ACE,P1NETPOINTWON,P1BREAKPOINTWON,P1ACE,P1FIRSTSRVWON,P1FIRSTSRVIN,P2UNFERR,P1DOUBLEFAULT,P2NETPOINT,P1FORCEDERROR,P2BREAKPOINTMISSED,P2NETPOINTWON,P2DOUBLEFAULT,P2SECONDSRVIN,P2FIRSTSRVIN,P2SECONDSRVWON,P2WINNER,P2BREAKPOINTWON,P1SECONDSRVIN,P1WINNER,P2BREAKPOINT,P2FORCEDERROR,P1NETPOINT,P1BREAKPOINTMISSED,P1UNFERR,P2FIRSTSRVWON,P1BREAKPOINT,P1SECONDSRVWON,SURF_CODE,WINNER
3,8,6,5,0,0,34,1,10,0,2,7,5,0,0,0,30,1,0,36,2,0,15,13,26,0,13,0,1,Player1
9,18,2,0,0,0,26,6,21,0,8,11,2,0,0,0,35,4,0,35,8,0,24,5,23,0,5,0,1,Player2
18,18,6,5,0,0,49,0,32,0,10,16,8,0,0,0,68,4,0,39,10,0,28,9,26,0,9,0,1,Player1
5,16,5,2,0,0,34,5,3,0,13,2,3,0,0,0,19,8,0,35,13,0,22,10,59,0,10,0,1,Player2
2,11,4,15,0,0,21,4,1,0,6,0,4,0,0,0,15,1,0,50,6,0,17,6,36,0,6,0,1,Player1
7,10,4,2,0,0,61,1,22,0,9,16,3,0,0,0,87,5,0,32,9,0,23,6,31,0,6,0,1,Player2
9,11,3,0,0,0,43,1,17,0,8,15,4,0,0,0,50,5,0,19,8,0,15,6,24,0,6,0,1,Player2
1,22,1,2,0,0,28,1,30,0,15,23,0,0,0,0,53,5,0,27,15,0,37,7,25,0,7,0,1,Player2
1,11,6,3,0,0,46,3,26,0,10,17,4,0,0,0,39,3,0,38,10,0,17,16,34,0,16,0,1,Player1
6,15,6,7,0,0,46,8,18,0,19,10,3,0,0,0,52,9,0,36,19,0,19,19,56,0,19,0,1,Player2
23,13,0,11,0,0,36,3,26,0,1,22,3,0,0,0,49,1,0,37,1,0,16,2,16,0,2,0,1,Player2
5,29,8,8,0,0,28,5,24,0,15,11,2,0,0,0,38,7,0,59,15,0,41,14,44,0,14,0,1,Player1
7,23,8,4,0,0,71,7,14,0,13,6,11,0,0,0,41,5,0,50,13,0,37,16,68,0,16,0,1,Player1
16,26,7,5,0,0,49,1,43,0,19,32,7,0,0,0,66,6,0,81,19,0,36,16,66,0,16,0,1,Player2
11,18,3,9,0,0,30,10,11,0,9,4,6,0,0,0,39,6,0,32,9,0,34,8,36,0,8,0,1,Player2
4,12,5,6,0,0,17,3,6,0,4,4,6,0,0,0,18,0,0,50,4,0,18,9,15,0,9,0,1,Player1
24,5,0,1,0,0,44,2,24,0,9,13,3,0,0,0,53,3,0,26,9,0,6,10,26,0,10,0,1,Player2
0,9,6,6,0,0,46,4,15,0,25,11,3,0,0,0,25,10,0,25,25,0,21,10,47,0,10,0,1,Player2
7,7,0,3,0,0,19,5,19,0,11,15,1,0,0,0,40,5,0,13,11,0,13,0,21,0,0,0,1,Player2
4,7,4,27,0,0,29,8,6,0,8,4,6,0,0,0,25,2,0,54,8,0,11,10,30,0,10,0,1,Player1
4,17,1,6,0,0,26,3,17,0,6,14,3,0,0,0,34,4,0,43,6,0,24,1,45,0,1,0,1,Player2
10,16,2,0,0,0,35,2,14,0,11,8,2,0,0,0,45,7,0,41,11,0,25,3,62,0,3,0,1,Player2
6,11,0,5,0,0,22,5,6,0,9,6,2,0,0,0,25,7,0,15,9,0,16,2,37,0,2,0,1,Player2
3,18,4,10,0,0,18,2,15,0,7,6,3,0,0,0,17,1,0,67,7,0,20,9,25,0,9,0,1,Player1
3,5,4,10,0,0,45,1,18,0,4,12,4,0,0,0,31,0,0,27,4,0,7,6,16,0,6,0,1,Player1
1,4,6,3,0,0,40,3,5,0,5,3,10,0,0,0,23,2,0,24,5,0,6,10,27,0,10,0,1,Player1
7,11,5,9,0,0,26,3,24,0,2,16,1,0,0,0,29,2,0,47,2,0,12,15,30,0,15,0,1,Player1
3,21,8,10,0,0,37,15,23,0,19,15,7,0,0,0,51,10,0,63,19,0,32,19,51,0,19,0,1,Player2
6,18,5,9,0,0,80,11,37,0,11,25,9,0,0,0,60,2,0,51,11,0,25,21,53,0,21,0,1,Player1
15,4,2,3,0,0,67,5,15,0,11,10,13,0,0,0,44,6,0,18,11,0,8,4,44,0,4,0,1,Player2
3,17,5,16,0,0,23,1,10,0,9,8,2,0,0,0,23,1,0,64,9,0,22,13,37,0,13,0,1,Player1
7,15,1,6,0,0,28,0,12,0,6,9,2,0,0,0,33,2,0,44,6,0,25,4,47,0,4,0,1,Player2
1,9,6,10,0,0,38,3,9,0,3,5,3,0,0,0,13,1,0,29,3,0,12,8,32,0,8,0,1,Player1
9,11,3,0,0,0,33,2,13,0,15,9,3,0,0,0,40,8,0,16,15,0,16,10,23,0,10,0,1,Player2
2,13,7,0,0,0,41,0,9,0,4,5,3,0,0,0,27,2,0,16,4,0,17,10,19,0,10,0,1,Player1
4,11,6,7,0,0,28,9,14,0,12,10,2,0,0,0,34,3,0,47,12,0,13,11,40,0,11,0,1,Player1
2,4,6,8,0,0,26,1,15,0,8,9,3,0,0,0,19,2,0,28,8,0,5,8,18,0,8,0,1,Player1
6,17,3,24,0,0,16,1,25,0,0,16,6,0,0,0,30,0,0,49,0,0,27,9,13,0,9,0,1,Player1
7,4,2,2,0,0,23,5,27,0,18,19,1,0,0,0,34,7,0,24,18,0,6,4,23,0,4,0,1,Player2
1,13,6,5,0,0,40,4,12,0,6,8,1,0,0,0,25,2,0,45,6,0,15,21,41,0,21,0,1,Player1
2,6,0,0,0,0,22,3,6,0,8,4,3,0,0,0,22,5,0,20,8,0,6,4,48,0,4,0,1,Player2
2,8,8,6,0,0,42,2,18,0,15,12,2,0,0,0,32,4,0,28,15,0,10,14,28,0,14,0,1,Player1
2,9,4,3,0,0,48,4,13,0,6,10,1,0,0,0,26,2,0,17,6,0,17,5,32,0,5,0,1,Player1
3,1,7,8,0,0,48,9,21,0,13,13,2,0,0,0,33,4,0,27,13,0,4,7,28,0,7,0,1,Player1
4,9,1,9,0,0,39,4,18,0,8,13,2,0,0,0,30,3,0,25,8,0,14,5,46,0,5,0,1,Player2
3,30,3,2,0,0,26,6,21,0,11,13,2,0,0,0,39,2,0,52,11,0,46,9,33,0,9,0,1,Player1
1,7,6,4,0,0,30,2,27,0,5,18,0,0,0,0,31,2,0,34,5,0,8,8,18,0,8,0,1,Player1
9,18,1,2,0,0,21,4,8,0,20,8,1,0,0,0,31,7,0,27,20,0,30,6,37,0,6,0,1,Player2
7,18,5,5,0,0,43,3,8,0,3,6,2,0,0,0,38,1,0,43,3,0,24,13,33,0,13,0,1,Player1
3,26,3,9,0,0,16,3,13,0,24,10,1,0,0,0,23,6,0,46,24,0,38,4,67,0,4,0,1,Player2
6,7,5,2,0,0,38,0,41,0,1,21,8,0,0,0,33,0,0,27,1,0,7,12,6,0,12,0,1,Player1
34,7,0,5,0,0,54,4,49,0,7,29,2,0,0,0,78,1,0,43,7,0,9,9,28,0,9,0,1,Player2
7,17,4,3,0,0,18,5,24,0,12,16,1,0,0,0,40,8,0,37,12,0,25,9,34,0,9,0,1,Player2
9,6,0,4,0,0,23,8,8,0,19,6,3,0,0,0,30,6,0,19,19,0,16,1,43,0,1,0,1,Player2
13,12,6,11,0,0,33,2,4,0,6,4,1,0,0,0,41,1,0,45,6,0,17,8,22,0,8,0,1,Player1
9,8,1,1,0,0,34,4,16,0,10,11,2,0,0,0,29,4,0,20,10,0,11,2,36,0,2,0,1,Player2
5,18,6,20,0,0,17,2,10,0,7,5,1,0,0,0,23,2,0,49,7,0,28,9,25,0,9,0,1,Player1
1,2,1,4,0,0,33,0,18,0,11,14,2,0,0,0,31,7,0,13,11,0,6,3,21,0,3,0,1,Player2
5,22,5,12,0,0,40,6,9,0,14,3,0,0,0,0,27,7,0,73,14,0,35,9,96,0,9,0,1,Player2
5,7,5,10,0,0,65,2,28,0,11,15,3,0,0,0,63,7,0,42,11,0,9,14,35,0,14,0,1,Player2
5,8,5,13,0,0,30,2,19,0,4,13,4,0,0,0,21,1,0,36,4,0,10,12,20,0,12,0,1,Player1
1,9,5,19,0,0,26,3,13,0,4,10,4,0,0,0,12,1,0,49,4,0,11,11,32,0,11,0,1,Player1
2,6,2,3,0,0,16,3,10,0,9,10,1,0,0,0,31,7,0,19,9,0,15,4,35,0,4,0,1,Player2
2,7,7,0,0,0,36,1,31,0,8,17,5,0,0,0,26,2,0,29,8,0,8,10,10,0,10,0,1,Player1
3,13,1,3,0,0,20,5,12,0,8,10,1,0,0,0,34,5,0,28,8,0,17,9,35,0,9,0,1,Player2
7,4,0,6,0,0,0,1,2,0,5,1,0,0,0,0,18,1,0,11,5,0,8,0,7,0,0,0,1,Player2
4,10,2,1,0,0,40,3,20,0,13,14,5,0,0,0,29,5,0,31,13,0,11,6,43,0,6,0,1,Player2
11,16,6,10,0,0,57,9,37,0,11,24,8,0,0,0,64,4,0,57,11,0,21,18,49,0,18,0,1,Player1
3,7,10,5,0,0,81,5,21,0,24,14,4,0,0,0,43,9,0,23,24,0,12,18,56,0,18,0,1,Player1
2,14,2,0,0,0,21,1,15,0,9,7,0,0,0,0,39,7,0,15,9,0,21,9,25,0,9,0,1,Player2
10,27,8,4,0,0,68,4,45,0,21,32,8,0,0,0,85,10,0,57,21,0,40,12,55,0,12,0,1,Player2
1,20,9,12,0,0,36,2,13,0,6,8,3,0,0,0,20,4,0,62,6,0,28,15,54,0,15,0,1,Player1
17,4,0,7,0,0,74,2,52,0,6,39,4,0,0,0,77,1,0,41,6,0,10,13,11,0,13,0,1,Player2
19,13,0,3,0,0,30,2,9,0,12,8,5,0,0,0,45,4,0,21,12,0,23,1,29,0,1,0,1,Player2
15,14,0,6,0,0,39,5,14,0,21,11,1,0,0,0,56,4,0,41,21,0,22,2,46,0,2,0,1,Player2
8,27,6,19,0,0,26,7,10,0,15,7,2,0,0,0,26,5,0,60,15,0,36,12,74,0,12,0,1,Player1
0,29,9,6,0,0,90,5,67,0,22,40,7,0,0,0,83,6,0,46,22,0,38,23,24,0,23,0,1,Player1
5,20,5,4,0,0,38,0,15,0,3,13,9,0,0,0,31,2,0,24,3,0,25,8,18,0,8,0,1,Player1
5,13,3,5,0,0,37,5,9,0,22,6,3,0,0,0,33,7,0,42,22,0,14,11,64,0,11,0,1,Player2
3,7,8,0,0,0,43,1,9,0,4,4,3,0,0,0,9,1,0,16,4,0,8,10,19,0,10,0,1,Player1
2,17,2,9,0,0,24,4,13,0,16,11,4,0,0,0,47,7,0,42,16,0,27,7,40,0,7,0,1,Player2
4,14,2,0,0,0,28,0,7,0,17,5,6,0,0,0,24,8,0,21,17,0,22,4,48,0,4,0,1,Player2
4,11,2,1,0,0,50,2,19,0,19,12,3,0,0,0,35,4,0,38,19,0,24,6,45,0,6,0,1,Player2
7,9,3,11,0,0,29,1,14,0,2,7,1,0,0,0,26,0,0,36,2,0,10,8,13,0,8,0,1,Player1
7,14,7,13,0,0,59,4,42,0,7,28,3,0,0,0,42,5,0,53,7,0,26,12,53,0,12,0,1,Player1
3,26,4,6,0,0,7,2,15,0,2,9,0,0,0,0,14,0,0,54,2,0,40,5,30,0,5,0,1,Player1
1,4,1,5,0,0,18,2,9,0,9,5,1,0,0,0,18,7,0,16,9,0,13,2,38,0,2,0,1,Player2
2,5,9,1,0,0,50,1,9,0,14,8,1,0,0,0,33,3,0,21,14,0,8,14,31,0,14,0,1,Player1
1,9,4,4,0,0,48,5,27,0,18,22,2,0,0,0,42,7,0,40,18,0,15,13,61,0,13,0,1,Player2
10,5,1,3,0,0,17,2,4,0,8,4,1,0,0,0,31,5,0,17,8,0,13,3,25,0,3,0,1,Player2
4,17,1,21,0,0,19,4,10,0,9,7,1,0,0,0,37,3,0,49,9,0,28,2,40,0,2,0,1,Player2
2,10,6,2,0,0,26,2,7,0,0,4,3,0,0,0,11,0,0,24,0,0,11,6,15,0,6,0,1,Player1
9,10,2,13,0,0,25,5,10,0,10,6,1,0,0,0,30,5,0,40,10,0,11,7,44,0,7,0,1,Player2
11,9,6,3,0,0,49,4,18,0,9,12,3,0,0,0,43,3,0,44,9,0,9,10,38,0,10,0,1,Player1
2,10,4,4,0,0,12,4,0,0,7,0,0,0,0,0,7,0,0,37,7,0,11,9,36,0,9,0,1,Player1
2,2,5,3,0,0,38,4,11,0,10,7,7,0,0,0,23,6,0,24,10,0,2,14,33,0,14,0,1,Player2
0,11,11,0,0,0,35,7,23,0,14,15,1,0,0,0,34,8,0,33,14,0,15,22,20,0,22,0,1,Player1
3,1,3,0,0,0,20,0,6,0,8,5,1,0,0,0,21,6,0,8,8,0,3,6,18,0,6,0,1,Player2
2,8,3,1,0,0,33,7,14,0,10,8,1,0,0,0,27,5,0,19,10,0,12,4,32,0,4,0,1,Player2
0,13,7,3,0,0,33,5,6,0,10,4,5,0,0,0,27,6,0,41,10,0,19,14,43,0,14,0,1,Player1
3,3,1,0,0,0,15,2,6,0,11,4,1,0,0,0,19,5,0,9,11,0,8,3,19,0,3,0,1,Player2
2,3,4,0,0,0,25,4,7,0,9,5,4,0,0,0,35,7,0,10,9,0,4,8,13,0,8,0,1,Player2
1,5,6,0,0,0,29,5,7,0,7,4,4,0,0,0,16,2,0,18,7,0,7,12,21,0,12,0,1,Player1
3,2,4,2,0,0,40,8,9,0,9,5,2,0,0,0,23,2,0,20,9,0,6,4,29,0,4,0,1,Player1
2,9,5,13,0,0,21,8,17,0,15,14,1,0,0,0,23,6,0,50,15,0,14,9,52,0,9,0,1,Player2
2,2,0,1,0,0,10,3,9,0,7,6,1,0,0,0,18,5,0,16,7,0,6,2,26,0,2,0,1,Player2
2,11,5,0,0,0,23,2,9,0,14,4,3,0,0,0,25,8,0,28,14,0,24,10,55,0,10,0,1,Player2
2,1,4,0,0,0,26,4,20,0,12,13,0,0,0,0,31,7,0,22,12,0,4,11,28,0,11,0,1,Player2
6,7,3,0,0,0,68,3,15,0,13,13,0,0,0,0,45,6,0,18,13,0,13,8,52,0,8,0,1,Player2
4,3,1,0,0,0,17,5,6,0,9,5,1,0,0,0,17,5,0,4,9,0,6,1,15,0,1,0,1,Player2
0,7,8,3,0,0,24,2,12,0,9,6,1,0,0,0,16,3,0,21,9,0,7,11,12,0,11,0,1,Player1
5,7,1,0,0,0,16,3,6,0,8,5,3,0,0,0,17,4,0,17,8,0,10,3,21,0,3,0,1,Player2
1,2,6,2,0,0,23,6,12,0,5,7,4,0,0,0,13,3,0,17,5,0,4,9,22,0,9,0,1,Player1
0,3,6,4,0,0,45,5,13,0,17,12,5,0,0,0,32,6,0,31,17,0,6,13,45,0,13,0,1,Player2
0,2,5,0,0,0,26,2,6,0,0,3,3,0,0,0,10,0,0,18,0,0,3,12,13,0,12,0,1,Player1
0,15,5,4,0,0,16,7,8,0,6,5,1,0,0,0,12,2,0,52,6,0,19,12,43,0,12,0,1,Player1
1,4,4,2,0,0,30,0,6,0,3,3,4,0,0,0,9,1,0,24,3,0,4,8,25,0,8,0,1,Player1
2,14,4,0,0,0,14,1,4,0,9,4,2,0,0,0,26,6,0,30,9,0,20,5,27,0,5,0,1,Player2
0,2,4,8,0,0,14,0,3,0,1,2,1,0,0,0,8,0,0,25,1,0,3,7,6,0,7,0,1,Player1
1,5,1,1,0,0,15,2,6,0,10,6,3,0,0,0,7,6,0,10,10,0,9,5,28,0,5,0,1,Player2
6,0,3,1,0,0,28,5,6,0,12,4,1,0,0,0,28,6,0,13,12,0,0,5,28,0,5,0,1,Player2
2,4,0,0,0,0,17,3,5,0,9,4,0,0,0,0,27,5,0,8,9,0,6,3,7,0,3,0,1,Player2
5,23,4,0,0,0,9,6,4,0,6,1,1,0,0,0,29,3,0,53,6,0,24,13,42,0,13,0,1,Player1
3,8,5,3,0,0,16,3,8,0,9,5,2,0,0,0,14,2,0,33,9,0,11,14,27,0,14,0,1,Player1
1,5,1,0,0,0,16,6,7,0,6,5,2,0,0,0,16,5,0,9,6,0,6,5,23,0,5,0,1,Player2
0,4,1,0,0,0,12,3,5,0,9,3,0,0,0,0,19,5,0,10,9,0,8,1,16,0,1,0,1,Player2
0,7,4,1,0,0,22,2,5,0,1,2,6,0,0,0,2,1,0,25,1,0,8,8,26,0,8,0,1,Player1
0,2,4,6,0,0,25,1,8,0,4,4,2,0,0,0,13,0,0,21,4,0,3,7,11,0,7,0,1,Player1
5,2,0,3,0,0,28,6,14,0,5,10,8,0,0,0,31,2,0,11,5,0,2,8,14,0,8,0,1,Player2
5,4,2,2,0,0,15,4,4,0,10,4,0,0,0,0,22,6,0,11,10,0,5,4,25,0,4,0,1,Player2
0,7,5,4,0,0,14,3,5,0,5,3,2,0,0,0,11,2,0,36,5,0,9,9,34,0,9,0,1,Player1
0,10,6,2,0,0,20,4,6,0,7,3,1,0,0,0,9,4,0,27,7,0,16,10,37,0,10,0,1,Player1
2,5,1,0,0,0,18,6,5,0,11,2,1,0,0,0,10,5,0,8,11,0,8,2,34,0,2,0,1,Player2
1,2,6,2,0,0,20,5,17,0,8,10,2,0,0,0,29,5,0,34,8,0,2,9,18,0,9,0,1,Player1
1,5,5,4,0,0,31,1,4,0,10,2,1,0,0,0,15,1,0,18,10,0,11,9,25,0,9,0,1,Player1
7,1,1,0,0,0,20,4,7,0,4,4,8,0,0,0,21,3,0,8,4,0,1,3,12,0,3,0,1,Player2
1,2,2,0,0,0,15,4,4,0,11,4,0,0,0,0,20,6,0,18,11,0,5,3,19,0,3,0,1,Player2
0,4,3,2,0,0,30,4,5,0,8,5,6,0,0,0,24,5,0,17,8,0,9,5,27,0,5,0,1,Player2
2,6,4,2,0,0,22,3,17,0,4,8,2,0,0,0,19,2,0,20,4,0,10,7,22,0,7,0,1,Player1
3,4,1,3,0,0,6,7,3,0,11,2,1,0,0,0,8,6,0,11,11,0,7,1,32,0,1,0,1,Player2
0,11,6,3,0,0,41,3,26,0,7,18,4,0,0,0,30,3,0,38,7,0,21,12,36,0,12,0,1,Player1
0,0,0,1,0,0,27,4,5,0,8,5,1,0,0,0,31,3,0,16,8,0,3,7,34,0,7,0,1,Player2
1,1,8,0,0,0,43,2,18,0,8,14,12,0,0,0,32,4,0,15,8,0,4,9,10,0,9,0,1,Player1
2,3,4,0,0,0,51,5,29,0,18,16,6,0,0,0,43,7,0,23,18,0,5,8,42,0,8,0,1,Player2
3,15,3,2,0,0,36,3,19,0,5,11,2,0,0,0,22,1,0,19,5,0,23,6,20,0,6,0,1,Player1
0,6,6,3,0,0,42,7,8,0,9,6,4,0,0,0,23,6,0,22,9,0,11,21,66,0,21,0,1,Player2
1,8,7,0,0,0,35,1,5,0,27,4,5,0,0,0,34,9,0,12,27,0,13,14,17,0,14,0,1,Player2
0,16,4,1,0,0,12,4,3,0,9,3,1,0,0,0,12,6,0,53,9,0,24,8,69,0,8,0,1,Player2
1,2,5,1,0,0,46,0,5,0,7,3,5,0,0,0,32,6,0,15,7,0,4,14,31,0,14,0,1,Player2
1,8,6,4,0,0,29,2,13,0,6,11,5,0,0,0,21,2,0,26,6,0,9,16,21,0,16,0,1,Player1
2,5,6,0,0,0,35,6,8,0,13,5,4,0,0,0,30,8,0,9,13,0,8,13,34,0,13,0,1,Player2
2,3,5,0,0,0,38,7,6,0,15,4,13,0,0,0,18,6,0,10,15,0,5,10,34,0,10,0,1,Player2
0,3,5,3,0,0,20,1,3,0,5,1,4,0,0,0,14,2,0,21,5,0,4,6,10,0,6,0,1,Player1
6,11,3,4,0,0,35,5,14,0,11,11,3,0,0,0,34,6,0,30,11,0,16,4,37,0,4,0,1,Player2
2,7,3,7,0,0,36,2,4,0,4,2,4,0,0,0,25,2,0,19,4,0,11,10,21,0,10,0,1,Player1
3,6,5,3,0,0,37,6,10,0,5,9,5,0,0,0,27,3,0,21,5,0,7,10,25,0,10,0,1,Player1
2,0,1,3,0,0,18,5,6,0,8,4,3,0,0,0,12,5,0,8,8,0,4,5,29,0,5,0,1,Player2
2,1,4,1,0,0,47,0,29,0,8,23,4,0,0,0,39,4,0,26,8,0,2,9,20,0,9,0,1,Player1
4,3,3,5,0,0,35,5,5,0,2,3,3,0,0,0,23,1,0,18,2,0,3,8,22,0,8,0,1,Player1
1,4,4,3,0,0,17,2,3,0,5,2,3,0,0,0,8,1,0,11,5,0,4,7,7,0,7,0,1,Player1
2,4,3,2,0,0,21,2,6,0,5,1,2,0,0,0,14,2,0,22,5,0,8,5,21,0,5,0,1,Player1
0,8,5,0,0,0,34,0,37,0,10,23,0,0,0,0,37,6,0,24,10,0,13,8,25,0,8,0,1,Player2
1,4,0,3,0,0,25,2,13,0,8,6,2,0,0,0,22,4,0,11,8,0,5,0,24,0,0,0,1,Player2
1,8,4,2,0,0,23,0,14,0,4,8,3,0,0,0,16,2,0,23,4,0,10,8,15,0,8,0,1,Player1
5,2,3,6,0,0,36,4,4,0,9,1,6,0,0,0,18,1,0,30,9,0,5,5,23,0,5,0,1,Player1
3,16,6,1,0,0,32,1,9,0,20,8,3,0,0,0,38,8,0,40,20,0,24,14,36,0,14,0,1,Player2
5,9,3,1,0,0,23,5,5,0,13,4,7,0,0,0,21,6,0,20,13,0,11,3,28,0,3,0,1,Player2
1,4,2,0,0,0,24,1,5,0,9,3,0,0,0,0,23,5,0,25,9,0,8,10,25,0,10,0,1,Player2
0,6,4,4,0,0,8,2,0,0,2,0,1,0,0,0,7,2,0,17,2,0,6,6,27,0,6,0,1,Player1
3,12,3,1,0,0,11,8,3,0,7,2,3,0,0,0,15,4,0,40,7,0,21,10,49,0,10,0,1,Player2
1,5,7,9,0,0,40,2,4,0,11,4,5,0,0,0,16,4,0,32,11,0,8,12,35,0,12,0,1,Player1
0,4,3,0,0,0,21,4,12,0,9,8,0,0,0,0,28,6,0,12,9,0,4,5,22,0,5,0,1,Player2
1,5,5,1,0,0,24,1,4,0,4,4,2,0,0,0,13,1,0,23,4,0,7,12,20,0,12,0,1,Player1
1,5,4,3,0,0,13,7,3,0,10,3,0,0,0,0,14,6,0,21,10,0,6,7,36,0,7,0,1,Player2
2,9,7,0,0,0,40,6,13,0,12,8,2,0,0,0,30,5,0,38,12,0,14,12,36,0,12,0,1,Player1
4,6,2,1,0,0,18,2,3,0,13,2,3,0,0,0,19,5,0,22,13,0,8,6,20,0,6,0,1,Player2
0,3,4,1,0,0,26,1,6,0,1,4,1,0,0,0,16,0,0,20,1,0,6,8,14,0,8,0,1,Player1
2,2,1,4,0,0,24,2,11,0,7,7,2,0,0,0,21,4,0,10,7,0,4,2,27,0,2,0,1,Player2
0,4,2,2,0,0,13,5,3,0,13,2,2,0,0,0,13,5,0,32,13,0,11,4,38,0,4,0,1,Player2
5,3,1,0,0,0,7,3,2,0,6,2,1,0,0,0,25,4,0,29,6,0,7,7,22,0,7,0,1,Player2
2,7,3,3,0,0,43,4,12,0,16,12,8,0,0,0,24,2,0,34,16,0,12,8,55,0,8,0,1,Player1
2,6,7,3,0,0,21,2,13,0,5,10,2,0,0,0,27,4,0,36,5,0,6,15,29,0,15,0,1,Player1
8,9,4,3,0,0,49,6,7,0,11,6,13,0,0,0,41,4,0,24,11,0,11,9,27,0,9,0,1,Player2
0,11,4,1,0,0,18,6,5,0,8,4,4,0,0,0,11,1,0,24,8,0,11,9,33,0,9,0,1,Player1
1,9,4,0,0,0,29,3,12,0,6,9,4,0,0,0,15,3,0,26,6,0,12,10,32,0,10,0,1,Player1
10,3,1,1,0,0,12,5,10,0,10,8,1,0,0,0,32,3,0,28,10,0,5,3,35,0,3,0,1,Player2
1,0,0,0,0,0,10,2,3,0,9,3,4,0,0,0,23,6,0,1,9,0,1,3,14,0,3,0,1,Player2
3,5,1,3,0,0,29,1,4,0,4,3,6,0,0,0,19,3,0,12,4,0,8,5,22,0,5,0,1,Player2
1,4,1,2,0,0,7,2,0,0,7,0,0,0,0,0,9,5,0,17,7,0,7,6,33,0,6,0,1,Player2
3,4,4,0,0,0,30,4,9,0,11,7,3,0,0,0,27,6,0,10,11,0,7,4,25,0,4,0,1,Player2
1,14,3,1,0,0,10,6,5,0,7,5,0,0,0,0,17,6,0,45,7,0,22,10,43,0,10,0,1,Player2
4,12,4,4,0,0,20,11,10,0,25,9,4,0,0,0,26,8,0,49,25,0,18,12,65,0,12,0,1,Player1
1,5,4,3,0,0,30,1,14,0,5,11,4,0,0,0,17,1,0,20,5,0,6,9,18,0,9,0,1,Player1
0,4,3,0,0,0,27,3,8,0,4,4,2,0,0,0,15,1,0,16,4,0,5,4,21,0,4,0,1,Player1
2,5,0,0,0,0,11,3,10,0,14,6,3,0,0,0,24,5,0,15,14,0,7,8,24,0,8,0,1,Player2
1,5,7,4,0,0,30,0,13,0,6,7,2,0,0,0,18,2,0,16,6,0,6,15,9,0,15,0,1,Player1
0,6,0,2,0,0,7,0,3,0,11,2,0,0,0,0,13,6,0,14,11,0,8,5,30,0,5,0,1,Player2
4,4,0,0,0,0,10,3,9,0,11,7,1,0,0,0,24,4,0,6,11,0,6,1,20,0,1,0,1,Player2
3,6,8,2,0,0,35,5,16,0,8,12,9,0,0,0,32,7,0,18,8,0,7,11,26,0,11,0,1,Player1
1,9,5,0,0,0,23,2,4,0,3,1,4,0,0,0,11,2,0,18,3,0,12,8,10,0,8,0,1,Player1
4,4,3,2,0,0,30,1,5,0,9,4,5,0,0,0,25,5,0,18,9,0,10,10,25,0,10,0,1,Player2
0,2,1,2,0,0,16,0,4,0,7,2,0,0,0,0,11,4,0,15,7,0,3,4,25,0,4,0,1,Player2
1,9,4,0,0,0,10,2,6,0,1,4,3,0,0,0,12,0,0,30,1,0,9,7,11,0,7,0,1,Player1
5,2,6,3,0,0,27,2,5,0,3,4,1,0,0,0,22,3,0,14,3,0,3,12,18,0,12,0,1,Player1
2,4,4,0,0,0,25,1,8,0,6,4,6,0,0,0,19,6,0,15,6,0,5,7,35,0,7,0,1,Player2
0,10,5,0,0,0,20,3,6,0,10,4,0,0,0,0,26,7,0,28,10,0,21,7,39,0,7,0,1,Player2
0,13,7,3,0,0,29,5,9,0,10,6,2,0,0,0,14,7,0,35,10,0,16,13,48,0,13,0,1,Player2
4,8,4,1,0,0,40,6,1,0,12,1,8,0,0,0,22,5,0,20,12,0,11,11,52,0,11,0,1,Player2
3,10,7,0,0,0,38,1,22,0,14,15,4,0,0,0,46,6,0,23,14,0,13,11,25,0,11,0,1,Player2
1,3,2,0,0,0,20,2,6,0,8,3,3,0,0,0,18,6,0,11,8,0,3,9,23,0,9,0,1,Player2
0,3,3,0,0,0,19,1,10,0,11,6,1,0,0,0,26,7,0,11,11,0,4,7,13,0,7,0,1,Player2
1,3,6,4,0,0,48,9,7,0,9,5,3,0,0,0,29,4,0,33,9,0,4,20,35,0,20,0,1,Player1
0,7,3,3,0,0,36,2,10,0,1,6,3,0,0,0,14,1,0,25,1,0,7,5,20,0,5,0,1,Player1
1,6,9,3,0,0,31,12,7,0,13,5,4,0,0,0,20,7,0,46,13,0,8,20,52,0,20,0,1,Player1
1,4,5,3,20,23,18,1,4,4,0,2,2,13,15,2,3,0,6,14,0,14,5,1,7,6,6,4,0,Player1
7,15,1,3,29,51,21,5,27,33,7,18,1,27,51,16,30,6,25,23,13,23,28,4,30,39,5,14,0,Player2
0,17,5,7,41,48,38,5,6,21,2,6,3,42,36,23,10,1,28,34,3,26,19,4,33,21,9,20,0,Player1
2,28,3,3,42,66,40,5,34,48,8,25,4,43,64,26,29,5,46,25,13,41,42,7,45,44,10,23,0,Player2
2,23,7,6,38,53,29,3,7,24,1,3,2,45,51,16,21,3,29,36,4,38,37,11,35,31,18,14,0,Player1
1,9,4,1,21,41,41,7,43,32,2,31,4,48,43,33,39,7,48,11,9,31,19,3,37,29,7,29,0,Player2
